,all_spl_values,occurance_times,ids,origin,emitter_id,bat_direction,incident_direction,type,reflected_from,sound_object_id,bat_last_call_time,sound_direction,theta,bat_position,distance_from_bat,creation_time,received_spl,time,duration
526,"[np.float64(79.21703758616246), np.float64(79.23279434307207)]","[np.float64(4.471), np.float64(4.472)]","[UUID('3ae85ae9-994f-4b9c-b772-741f3495bd4f'), UUID('3ae85ae9-994f-4b9c-b772-741f3495bd4f')]","(np.float64(9.1799), np.float64(3e-05))",0,"Vector(0.587, 0.809)","Vector(0.507, -0.176)",echo,wall_obstacle_62,3ae85ae9-994f-4b9c-b772-741f3495bd4f,4.4670000000000005,"Vector(-0.953, 0.303)",18.47828026266228,"Vector(8.672, 0.176)",0.5372400448589066,4.4685794498656595,79.225,4.471,0.002
527,"[np.float64(66.59386642770582), np.float64(66.60659062532204)]","[np.float64(4.474), np.float64(4.4750000000000005)]","[UUID('91e01414-b335-4a02-b007-44e8f6510cc5'), UUID('91e01414-b335-4a02-b007-44e8f6510cc5')]","(np.float64(9.6899), np.float64(2e-05))",0,"Vector(0.587, 0.809)","Vector(1.012, -0.184)",echo,wall_obstacle_63,91e01414-b335-4a02-b007-44e8f6510cc5,4.4670000000000005,"Vector(-0.987, 0.158)",27.363781004447475,"Vector(8.678, 0.184)",1.0286977376275308,4.470030040195515,66.6,4.474,0.002
528,"[np.float64(61.4110317146872), np.float64(61.427366334510346)]","[np.float64(4.4750000000000005), np.float64(4.476)]","[UUID('ad97a55d-8de6-498c-99a4-a1136267c1db'), UUID('ad97a55d-8de6-498c-99a4-a1136267c1db')]","(np.float64(9.9999), np.float64(0.50997))",0,"Vector(0.587, 0.809)","Vector(1.320, 0.324)",echo,wall_obstacle_13,ad97a55d-8de6-498c-99a4-a1136267c1db,4.4670000000000005,"Vector(-0.968, -0.250)",51.43124554847253,"Vector(8.680, 0.186)",1.3595013109960579,4.471023919123229,61.419,4.475,0.002
529,"[np.float64(79.6685708353167), np.float64(79.64683777923905)]","[np.float64(4.572), np.float64(4.573)]","[UUID('25a8ed56-633a-4f12-9844-789dc22726b7'), UUID('25a8ed56-633a-4f12-9844-789dc22726b7')]","(np.float64(9.17993), np.float64(8e-05))",0,"Vector(0.356, 0.935)","Vector(0.363, -0.442)",echo,wall_obstacle_62,25a8ed56-633a-4f12-9844-789dc22726b7,4.5680000000000005,"Vector(-0.653, 0.757)",-12.907227961931767,"Vector(8.817, 0.442)",0.5717783630918539,4.5696458159850915,79.658,4.572,0.002
530,"[np.float64(67.0361185426281), np.float64(67.03428359863898)]","[np.float64(4.574), np.float64(4.575)]","[UUID('006a6c15-776a-4495-9ea4-a7d4d27a0311'), UUID('006a6c15-776a-4495-9ea4-a7d4d27a0311')]","(np.float64(9.68991), np.float64(4e-05))",0,"Vector(0.356, 0.935)","Vector(0.871, -0.447)",echo,wall_obstacle_63,006a6c15-776a-4495-9ea4-a7d4d27a0311,4.5680000000000005,"Vector(-0.899, 0.438)",10.477118091023158,"Vector(8.819, 0.447)",0.9791630081350091,4.570848677766611,67.035,4.574,0.002
531,"[np.float64(62.46756888784919), np.float64(62.47765027703212)]","[np.float64(4.575), np.float64(4.5760000000000005)]","[UUID('d0461ddc-4848-4db1-b170-ca500db2b7d5'), UUID('d0461ddc-4848-4db1-b170-ca500db2b7d5')]","(np.float64(9.9999), np.float64(0.50999))",0,"Vector(0.356, 0.935)","Vector(1.180, 0.060)",echo,wall_obstacle_13,d0461ddc-4848-4db1-b170-ca500db2b7d5,4.5680000000000005,"Vector(-0.998, -0.069)",40.56154174570446,"Vector(8.820, 0.450)",1.1815004049089446,4.571473432625068,62.473,4.575,0.002
532,"[np.float64(61.4403729703542), np.float64(61.45589537790561)]","[np.float64(4.5760000000000005), np.float64(4.577)]","[UUID('eb9bea12-46d6-41a9-8bf3-a5f8cb24ccf2'), UUID('eb9bea12-46d6-41a9-8bf3-a5f8cb24ccf2')]","(np.float64(9.99991), np.float64(1.01996))",0,"Vector(0.356, 0.935)","Vector(1.179, 0.567)",echo,wall_obstacle_14,eb9bea12-46d6-41a9-8bf3-a5f8cb24ccf2,4.5680000000000005,"Vector(-0.895, -0.446)",63.343247160030096,"Vector(8.821, 0.453)",1.3082214776176089,4.571871582405829,61.448,4.576,0.002
533,"[np.float64(70.29672805504504), np.float64(70.29632196649679)]","[np.float64(4.577), np.float64(4.578)]","[UUID('989de8bd-2069-4327-a1b9-1a3cd0d0815c'), UUID('989de8bd-2069-4327-a1b9-1a3cd0d0815c')]","(np.int64(3), np.int64(0))",11,"Vector(0.356, 0.935)","Vector(-5.822, -0.456)",direct,,989de8bd-2069-4327-a1b9-1a3cd0d0815c,4.5680000000000005,"Vector(0.000, 1.000)",-137.870275764919,"Vector(8.822, 0.456)",5.839864535457993,4.559,70.297,4.577,0.002
534,"[np.float64(68.38769208897162), np.float64(68.38461509938689)]","[np.float64(4.577), np.float64(4.578)]","[UUID('2875dd75-726e-467f-bb57-0a41e7bab881'), UUID('2875dd75-726e-467f-bb57-0a41e7bab881')]","(np.float64(3.0599), np.float64(0.0))",11,"Vector(0.356, 0.935)","Vector(-5.762, -0.456)",echo,wall_obstacle_50,2875dd75-726e-467f-bb57-0a41e7bab881,4.5680000000000005,"Vector(-1.000, 0.000)",-137.82394620994936,"Vector(8.822, 0.456)",5.780149047775499,4.559174635568513,68.386,4.577,0.002
535,"[np.float64(70.9193468007731), np.float64(70.91929895372101)]","[np.float64(4.578), np.float64(4.579)]","[UUID('f8be7eee-5bdc-4671-a52f-a6351cb548a0'), UUID('f8be7eee-5bdc-4671-a52f-a6351cb548a0')]","(np.int64(0), np.int64(4))",3,"Vector(0.356, 0.935)","Vector(-8.823, 3.542)",direct,,f8be7eee-5bdc-4671-a52f-a6351cb548a0,4.5680000000000005,"Vector(1.000, 0.000)",-164.21558097850735,"Vector(8.823, 0.458)",9.50736860218431,4.55,70.919,4.578,0.002
536,[np.float64(66.27609596847067)],[np.float64(4.579)],[UUID('0dc86c54-78f2-4565-bddf-c6a6589c8cd9')],"(np.float64(0.0), np.float64(4.0799))",3,"Vector(0.356, 0.935)","Vector(-8.823, 3.621)",echo,wall_obstacle_7,0dc86c54-78f2-4565-bddf-c6a6589c8cd9,4.5680000000000005,"Vector(0.000, -1.000)",-164.6610374061512,"Vector(8.823, 0.458)",9.537419894384435,4.550232944606414,66.276,4.579,0.001
537,"[np.float64(67.21320919896394), np.float64(67.2100359018203)]","[np.float64(4.579), np.float64(4.58)]","[UUID('d85c29f5-7d56-4dc9-a435-8333e2bd8aa6'), UUID('d85c29f5-7d56-4dc9-a435-8333e2bd8aa6')]","(np.float64(2.5501), np.float64(0.0))",11,"Vector(0.356, 0.935)","Vector(-6.274, -0.461)",echo,wall_obstacle_49,d85c29f5-7d56-4dc9-a435-8333e2bd8aa6,4.5680000000000005,"Vector(1.000, 0.000)",-138.14066680493846,"Vector(8.824, 0.461)",6.291033366856355,4.560311661807581,67.212,4.579,0.002
538,[np.float64(65.74835273857772)],[np.float64(4.581)],[UUID('f5d24163-6b0a-4e13-8861-2d35d53a832f')],"(np.int64(1), np.int64(0))",9,"Vector(0.356, 0.935)","Vector(-7.825, -0.464)",direct,,f5d24163-6b0a-4e13-8861-2d35d53a832f,4.5680000000000005,"Vector(0.000, 1.000)",-138.95157554235047,"Vector(8.825, 0.464)",7.839018531538243,4.558,65.748,4.581,0.001
539,[np.float64(73.33310735471964)],[np.float64(4.581)],[UUID('78932450-90bc-4037-b0bd-a9a95c4a5c15')],"(np.float64(1.0199), np.float64(0.0))",9,"Vector(0.356, 0.935)","Vector(-7.805, -0.464)",echo,wall_obstacle_46,78932450-90bc-4037-b0bd-a9a95c4a5c15,4.5680000000000005,"Vector(-1.000, 0.000)",-138.9429430187704,"Vector(8.825, 0.464)",7.819153522076415,4.558058017492711,73.333,4.581,0.001
540,"[np.float64(69.93046913315324), np.float64(69.92824272367513)]","[np.float64(4.664), np.float64(4.665)]","[UUID('4bd983b9-04ed-455c-b964-0ab039590ff0'), UUID('4bd983b9-04ed-455c-b964-0ab039590ff0')]","(np.float64(3.5701), np.float64(0.0))",12,"Vector(0.123, 0.992)","Vector(-5.314, -0.708)",echo,wall_obstacle_51,4bd983b9-04ed-455c-b964-0ab039590ff0,4.6610000000000005,"Vector(1.000, 0.000)",-134.75196449794203,"Vector(8.884, 0.708)",5.3610435463443125,4.64825335276968,69.929,4.664,0.002
541,"[np.float64(61.33068259328563), np.float64(61.328631895333494)]","[np.float64(4.667), np.float64(4.668)]","[UUID('52c0af31-edab-4d3e-9ba0-308d2dcd11ea'), UUID('52c0af31-edab-4d3e-9ba0-308d2dcd11ea')]","(np.float64(3.0601), np.float64(0.0))",12,"Vector(0.123, 0.992)","Vector(-5.825, -0.717)",echo,wall_obstacle_50,52c0af31-edab-4d3e-9ba0-308d2dcd11ea,4.6610000000000005,"Vector(1.000, 0.000)",-135.32480573892576,"Vector(8.885, 0.717)",5.869146082395633,4.649740233236152,61.33,4.667,0.002
542,"[np.float64(62.0464056817858), np.float64(62.04552512794445)]","[np.float64(4.668), np.float64(4.6690000000000005)]","[UUID('1b330880-44dd-45ec-a772-8e73294f2631'), UUID('1b330880-44dd-45ec-a772-8e73294f2631')]","(np.float64(9.9999), np.float64(0.51002))",0,"Vector(0.123, 0.992)","Vector(1.114, -0.210)",echo,wall_obstacle_13,1b330880-44dd-45ec-a772-8e73294f2631,4.6610000000000005,"Vector(-0.986, 0.165)",26.965316841555847,"Vector(8.886, 0.720)",1.133966892373847,4.664302353972648,62.046,4.668,0.002
543,"[np.float64(61.8619775951891), np.float64(61.871054702940185)]","[np.float64(4.668), np.float64(4.6690000000000005)]","[UUID('13fa2299-ad23-4fe2-a2ab-76e1e2325afa'), UUID('13fa2299-ad23-4fe2-a2ab-76e1e2325afa')]","(np.float64(9.9999), np.float64(1.01997))",0,"Vector(0.123, 0.992)","Vector(1.114, 0.300)",echo,wall_obstacle_14,13fa2299-ad23-4fe2-a2ab-76e1e2325afa,4.6610000000000005,"Vector(-0.961, -0.278)",52.70474178865436,"Vector(8.886, 0.720)",1.1538692943743671,4.664391052742499,61.867,4.668,0.002
544,"[np.float64(68.68608296823697), np.float64(68.6786220060727)]","[np.float64(4.672), np.float64(4.673)]","[UUID('76ffbe50-e9ac-4584-a19c-7c21e5975536'), UUID('76ffbe50-e9ac-4584-a19c-7c21e5975536')]","(np.float64(7.14009), np.float64(4e-05))",0,"Vector(0.123, 0.992)","Vector(-1.747, -0.732)",echo,wall_obstacle_58,76ffbe50-e9ac-4584-a19c-7c21e5975536,4.6610000000000005,"Vector(0.929, 0.371)",-119.6051751177878,"Vector(8.887, 0.732)",1.8942464921176443,4.666471104598616,68.682,4.672,0.002
545,"[np.float64(68.1205904323615), np.float64(68.12171513157267)]","[np.float64(4.765), np.float64(4.766)]","[UUID('db4eb8d8-12d6-44ad-8244-95ce7f2b0ef5'), UUID('db4eb8d8-12d6-44ad-8244-95ce7f2b0ef5')]","(np.int64(2), np.int64(0))",10,"Vector(0.123, 0.992)","Vector(-6.921, -1.009)",direct,,db4eb8d8-12d6-44ad-8244-95ce7f2b0ef5,4.759,"Vector(0.000, 1.000)",-134.04812658024997,"Vector(8.921, 1.009)",6.9947173494073365,4.744,68.121,4.765,0.002
546,"[np.float64(69.19769083777393), np.float64(69.19622486382863)]","[np.float64(4.765), np.float64(4.766)]","[UUID('c846c1a4-633f-421f-b50b-d3fde59f65b6'), UUID('c846c1a4-633f-421f-b50b-d3fde59f65b6')]","(np.float64(2.0399), np.float64(0.0))",10,"Vector(0.123, 0.992)","Vector(-6.882, -1.009)",echo,wall_obstacle_48,c846c1a4-633f-421f-b50b-d3fde59f65b6,4.759,"Vector(-1.000, 0.000)",-134.00069352999427,"Vector(8.921, 1.009)",6.955237386897732,4.744116326530612,69.197,4.765,0.002
547,"[np.float64(70.7246656068794), np.float64(70.71902051366303)]","[np.float64(4.765), np.float64(4.766)]","[UUID('d58709ab-2184-4be8-8433-7a1b79aa776d'), UUID('d58709ab-2184-4be8-8433-7a1b79aa776d')]","(np.float64(6.1201), np.float64(0.0))",15,"Vector(0.123, 0.992)","Vector(-2.801, -1.009)",echo,wall_obstacle_56,d58709ab-2184-4be8-8433-7a1b79aa776d,4.759,"Vector(1.000, 0.000)",-122.53019210049953,"Vector(8.921, 1.009)",2.9777089360949973,4.755565306122449,70.722,4.765,0.002
548,"[np.float64(62.123364320333636), np.float64(62.117202095152756)]","[np.float64(4.766), np.float64(4.767)]","[UUID('59aae963-20c9-40b3-9ffc-f00c1bbb704c'), UUID('59aae963-20c9-40b3-9ffc-f00c1bbb704c')]","(np.float64(9.99991), np.float64(0.51004))",0,"Vector(0.123, 0.992)","Vector(1.078, -0.502)",echo,wall_obstacle_13,59aae963-20c9-40b3-9ffc-f00c1bbb704c,4.759,"Vector(-0.914, 0.405)",12.669736628475079,"Vector(8.922, 1.012)",1.1893383724155209,4.762446568288908,62.12,4.766,0.002
549,"[np.float64(63.09811822636789), np.float64(63.10194115835523)]","[np.float64(4.766), np.float64(4.767)]","[UUID('df6debc7-1309-4e8a-9d11-97e46652cb69'), UUID('df6debc7-1309-4e8a-9d11-97e46652cb69')]","(np.float64(9.9999), np.float64(1.02))",0,"Vector(0.123, 0.992)","Vector(1.078, 0.008)",echo,wall_obstacle_14,df6debc7-1309-4e8a-9d11-97e46652cb69,4.759,"Vector(-1.000, -0.029)",38.058983275655834,"Vector(8.922, 1.012)",1.0780568598177,4.762152907876618,63.1,4.766,0.002
550,"[np.float64(61.52739931095074), np.float64(61.53001015419698)]","[np.float64(4.767), np.float64(4.768)]","[UUID('b703b255-decc-48cb-8778-71cb40891a89'), UUID('b703b255-decc-48cb-8778-71cb40891a89')]","(np.int64(7), np.int64(10))",33,"Vector(0.123, 0.992)","Vector(-1.922, 8.985)",direct,,b703b255-decc-48cb-8778-71cb40891a89,4.759,"Vector(0.000, -1.000)",139.7307628074368,"Vector(8.922, 1.015)",9.187958579276465,4.74,61.529,4.767,0.002
551,"[np.float64(61.84578807281863), np.float64(61.85818157563146)]","[np.float64(4.767), np.float64(4.768)]","[UUID('e8e1ce97-8658-48aa-b893-9c365d3456b4'), UUID('e8e1ce97-8658-48aa-b893-9c365d3456b4')]","(np.float64(9.99991), np.float64(1.52996))",0,"Vector(0.123, 0.992)","Vector(1.078, 0.515)",echo,wall_obstacle_15,e8e1ce97-8658-48aa-b893-9c365d3456b4,4.759,"Vector(-0.894, -0.448)",63.17911602879752,"Vector(8.922, 1.015)",1.1942258986473202,4.762524787114253,61.852,4.767,0.002
552,"[np.float64(64.1141435597191), np.float64(64.11214029072454)]","[np.float64(4.768), np.float64(4.769)]","[UUID('11bb963b-34b7-47c8-ad39-1643ff9e6cff'), UUID('11bb963b-34b7-47c8-ad39-1643ff9e6cff')]","(np.float64(1.5301), np.float64(0.0))",10,"Vector(0.123, 0.992)","Vector(-7.393, -1.018)",echo,wall_obstacle_47,11bb963b-34b7-47c8-ad39-1643ff9e6cff,4.759,"Vector(1.000, 0.000)",-134.50209514092558,"Vector(8.923, 1.018)",7.462321409762514,4.745369970845481,64.113,4.768,0.002
553,"[np.float64(64.43616411356383), np.float64(64.43152555795997)]","[np.float64(4.768), np.float64(4.769)]","[UUID('5bb90bd4-1a30-4b72-8778-abeae0ed2100'), UUID('5bb90bd4-1a30-4b72-8778-abeae0ed2100')]","(np.float64(5.6101), np.float64(0.0))",15,"Vector(0.123, 0.992)","Vector(-3.313, -1.018)",echo,wall_obstacle_55,5bb90bd4-1a30-4b72-8778-abeae0ed2100,4.759,"Vector(1.000, 0.000)",-125.25670840900115,"Vector(8.923, 1.018)",3.465509951305868,4.757052186588921,64.434,4.768,0.002
554,"[np.float64(70.43579042509513), np.float64(70.43656080222826)]","[np.float64(4.771), np.float64(4.772)]","[UUID('50a48379-33d2-4b56-968b-7ba7ecf90b32'), UUID('50a48379-33d2-4b56-968b-7ba7ecf90b32')]","(np.int64(3), np.int64(0))",11,"Vector(0.123, 0.992)","Vector(-5.924, -1.027)",direct,,50a48379-33d2-4b56-968b-7ba7ecf90b32,4.759,"Vector(0.000, 1.000)",-132.50710041679878,"Vector(8.924, 1.027)",6.012136340977307,4.753,70.436,4.771,0.002
555,"[np.float64(68.00441063487096), np.float64(68.00258543728758)]","[np.float64(4.771), np.float64(4.772)]","[UUID('d5fffedb-c14b-4a2d-9ace-34950c09968b'), UUID('d5fffedb-c14b-4a2d-9ace-34950c09968b')]","(np.float64(3.0599), np.float64(0.0))",11,"Vector(0.123, 0.992)","Vector(-5.864, -1.027)",echo,wall_obstacle_50,d5fffedb-c14b-4a2d-9ace-34950c09968b,4.759,"Vector(-1.000, 0.000)",-132.40859302270843,"Vector(8.924, 1.027)",5.953126047422479,4.753174635568513,68.003,4.771,0.002
556,[np.float64(76.31499297389058)],[np.float64(4.8020000000000005)],[UUID('72aa947e-70c7-4714-bec9-79ae6e8f8714')],"(np.float64(5.6101), np.float64(0.0))",14,"Vector(0.123, 0.992)","Vector(-3.325, -1.117)",echo,wall_obstacle_55,72aa947e-70c7-4714-bec9-79ae6e8f8714,4.8,"Vector(1.000, 0.000)",-123.77956309184734,"Vector(8.935, 1.117)",3.507243880100156,4.790136734693878,76.315,4.802,0.001
557,"[np.float64(62.03158045983144), np.float64(62.03459443355803)]","[np.float64(4.803), np.float64(4.804)]","[UUID('e6c3460c-811a-42d7-85ec-6db1a111c2c7'), UUID('e6c3460c-811a-42d7-85ec-6db1a111c2c7')]","(np.int64(9), np.int64(10))",35,"Vector(0.123, 0.992)","Vector(0.064, 8.877)",direct,,e6c3460c-811a-42d7-85ec-6db1a111c2c7,4.8,"Vector(0.000, -1.000)",127.23863084198952,"Vector(8.936, 1.123)",8.877583879417868,4.777,62.033,4.803,0.002
558,"[np.float64(65.96313629239225), np.float64(65.97289268265915)]","[np.float64(4.804), np.float64(4.805)]","[UUID('6d28b5c1-08d4-463b-ad43-50d1b9ad2fa2'), UUID('6d28b5c1-08d4-463b-ad43-50d1b9ad2fa2')]","(np.int64(10), np.int64(5))",22,"Vector(0.123, 0.992)","Vector(1.064, 3.874)",direct,,6d28b5c1-08d4-463b-ad43-50d1b9ad2fa2,4.8,"Vector(-1.000, 0.000)",112.29727689434264,"Vector(8.936, 1.126)",4.017833727495452,4.792,65.968,4.804,0.002
559,"[np.float64(66.91627964787631), np.float64(66.91213051126742)]","[np.float64(4.804), np.float64(4.805)]","[UUID('45d10c9c-a88e-4189-a480-8a71ba8685f3'), UUID('45d10c9c-a88e-4189-a480-8a71ba8685f3')]","(np.float64(5.1001), np.float64(0.0))",14,"Vector(0.123, 0.992)","Vector(-3.836, -1.126)",echo,wall_obstacle_54,45d10c9c-a88e-4189-a480-8a71ba8685f3,4.8,"Vector(1.000, 0.000)",-125.99106634183684,"Vector(8.936, 1.126)",3.997578602829468,4.79162361516035,66.914,4.804,0.002
560,"[np.float64(61.278173420593696), np.float64(61.29110129991817)]","[np.float64(4.804), np.float64(4.805)]","[UUID('6d563ac8-08c4-4c6e-8dc9-86b0b88cd1f5'), UUID('6d563ac8-08c4-4c6e-8dc9-86b0b88cd1f5')]","(np.float64(10.0), np.float64(4.5901))",22,"Vector(0.123, 0.992)","Vector(1.064, 3.464)",echo,wall_obstacle_21,6d563ac8-08c4-4c6e-8dc9-86b0b88cd1f5,4.8,"Vector(0.000, 1.000)",110.58082330879472,"Vector(8.936, 1.126)",3.6241960964881574,4.793195043731778,61.285,4.804,0.002
561,"[np.float64(70.1480362080051), np.float64(70.15440680085717)]","[np.float64(4.805), np.float64(4.806)]","[UUID('e5e44f06-433d-4058-b172-f15063b1ba54'), UUID('e5e44f06-433d-4058-b172-f15063b1ba54')]","(np.float64(10.0), np.float64(5.0999))",22,"Vector(0.123, 0.992)","Vector(1.064, 3.971)",echo,wall_obstacle_22,e5e44f06-433d-4058-b172-f15063b1ba54,4.8,"Vector(0.000, -1.000)",112.65996689196982,"Vector(8.936, 1.129)",4.111277411474444,4.792291253644315,70.151,4.805,0.002
562,"[np.float64(60.99584386047192), np.float64(60.9922226944193)]","[np.float64(4.807), np.float64(4.808)]","[UUID('4c7464cc-20b6-4dbe-99f5-8f0ae8dae450'), UUID('4c7464cc-20b6-4dbe-99f5-8f0ae8dae450')]","(np.float64(4.5901), np.float64(0.0))",14,"Vector(0.123, 0.992)","Vector(-4.347, -1.135)",echo,wall_obstacle_53,4c7464cc-20b6-4dbe-99f5-8f0ae8dae450,4.8,"Vector(1.000, 0.000)",-127.71736959631323,"Vector(8.937, 1.135)",4.492564573659459,4.793110495626822,60.994,4.807,0.002
563,"[np.float64(63.458194334850084), np.float64(63.459284482947645)]","[np.float64(4.807), np.float64(4.808)]","[UUID('17e5edb6-1d84-4c1b-9b42-d71d0b343ad5'), UUID('17e5edb6-1d84-4c1b-9b42-d71d0b343ad5')]","(np.float64(9.9999), np.float64(1.02001))",0,"Vector(0.123, 0.992)","Vector(1.063, -0.115)",echo,wall_obstacle_14,17e5edb6-1d84-4c1b-9b42-d71d0b343ad5,4.8,"Vector(-0.996, 0.085)",31.502673045459915,"Vector(8.937, 1.135)",1.0690160771475796,4.803118582987522,63.459,4.807,0.002
564,"[np.float64(62.61769530885579), np.float64(62.62900042931229)]","[np.float64(4.807), np.float64(4.808)]","[UUID('3d4f2586-7fa8-4c33-b570-aceae73edd50'), UUID('3d4f2586-7fa8-4c33-b570-aceae73edd50')]","(np.float64(9.99991), np.float64(1.52996))",0,"Vector(0.123, 0.992)","Vector(1.063, 0.395)",echo,wall_obstacle_15,3d4f2586-7fa8-4c33-b570-aceae73edd50,4.8,"Vector(-0.931, -0.366)",58.059841984034506,"Vector(8.937, 1.135)",1.1340308148370573,4.803339111974128,62.623,4.807,0.002
565,[np.float64(70.42253894910326)],[np.float64(4.808)],[UUID('8227badb-3f26-400e-96fe-fc7c7e6f721e')],"(np.int64(0), np.int64(5))",4,"Vector(0.123, 0.992)","Vector(-8.937, 3.865)",direct,,8227badb-3f26-400e-96fe-fc7c7e6f721e,4.8,"Vector(1.000, 0.000)",-165.73481844221902,"Vector(8.937, 1.135)",9.7371573391057,4.779,70.423,4.808,0.001
566,[np.float64(63.193749151752264)],[np.float64(4.808)],[UUID('b809a0a0-c29e-419b-b16b-07318dd87f04')],"(np.float64(0.0), np.float64(5.0999))",4,"Vector(0.123, 0.992)","Vector(-8.937, 3.965)",echo,wall_obstacle_9,b809a0a0-c29e-419b-b16b-07318dd87f04,4.8,"Vector(0.000, -1.000)",-166.27214646278253,"Vector(8.937, 1.135)",9.777245316064233,4.779291253644315,63.194,4.808,0.001
567,"[np.float64(61.96789813842136), np.float64(61.960032571865135)]","[np.float64(4.808), np.float64(4.809)]","[UUID('94e13bf4-b088-4c3a-820b-81f27c35e602'), UUID('94e13bf4-b088-4c3a-820b-81f27c35e602')]","(np.float64(9.99991), np.float64(0.51005))",0,"Vector(0.123, 0.992)","Vector(1.062, -0.627)",echo,wall_obstacle_13,94e13bf4-b088-4c3a-820b-81f27c35e602,4.8,"Vector(-0.871, 0.491)",7.08893010746101,"Vector(8.937, 1.138)",1.2339621144913648,4.803566885968447,61.964,4.808,0.002
568,[np.float64(60.05471037142871)],[np.float64(4.809)],[UUID('c9c774b2-0075-463d-bff7-7d4c06ec8f07')],"(np.float64(9.99992), np.float64(2.03993))",0,"Vector(0.123, 0.992)","Vector(1.063, 0.902)",echo,wall_obstacle_16,c9c774b2-0075-463d-bff7-7d4c06ec8f07,4.8,"Vector(-0.754, -0.657)",77.99546828198135,"Vector(8.937, 1.138)",1.393993244065408,4.804122481500566,60.055,4.809,0.001
569,"[np.float64(71.58983213022869), np.float64(71.5899405011418)]","[np.float64(4.8100000000000005), np.float64(4.811)]","[UUID('b4e9561b-4ab9-4a0d-bb71-67802849d81a'), UUID('b4e9561b-4ab9-4a0d-bb71-67802849d81a')]","(np.int64(0), np.int64(3))",2,"Vector(0.123, 0.992)","Vector(-8.938, 1.856)",direct,,b4e9561b-4ab9-4a0d-bb71-67802849d81a,4.8,"Vector(1.000, 0.000)",-154.07920020956738,"Vector(8.938, 1.144)",9.128914532549858,4.783,71.59,4.81,0.002
570,"[np.float64(68.89038971830179), np.float64(68.88802126410928)]","[np.float64(4.8100000000000005), np.float64(4.811)]","[UUID('81267b4a-d5c3-49f3-b40a-0c1444219979'), UUID('81267b4a-d5c3-49f3-b40a-0c1444219979')]","(np.float64(0.0), np.float64(3.0599))",2,"Vector(0.123, 0.992)","Vector(-8.938, 1.916)",echo,wall_obstacle_5,81267b4a-d5c3-49f3-b40a-0c1444219979,4.8,"Vector(0.000, -1.000)",-154.4467987028321,"Vector(8.938, 1.144)",9.141284157852223,4.783174635568513,68.889,4.81,0.002
571,"[np.float64(80.40127236337194), np.float64(80.40138339876162)]","[np.float64(4.8100000000000005), np.float64(4.811)]","[UUID('933bda9d-c189-4aa0-a139-ac5a387ed1f9'), UUID('933bda9d-c189-4aa0-a139-ac5a387ed1f9')]","(np.int64(10), np.int64(1))",18,"Vector(0.123, 0.992)","Vector(1.062, -0.144)",direct,,933bda9d-c189-4aa0-a139-ac5a387ed1f9,4.8,"Vector(-1.000, 0.000)",29.957589514955913,"Vector(8.938, 1.144)",1.0715038696150379,4.806,80.401,4.81,0.002
572,"[np.float64(98.25094289515481), np.float64(98.2483085219883)]","[np.float64(4.8100000000000005), np.float64(4.811)]","[UUID('bc352b3b-68f6-4989-9c9f-a33588009497'), UUID('bc352b3b-68f6-4989-9c9f-a33588009497')]","(np.float64(10.0), np.float64(1.0199))",18,"Vector(0.123, 0.992)","Vector(1.062, -0.124)",echo,wall_obstacle_14,bc352b3b-68f6-4989-9c9f-a33588009497,4.8,"Vector(0.000, -1.000)",31.014610802077808,"Vector(8.938, 1.144)",1.0690205117770193,4.806058017492711,98.25,4.81,0.002
573,"[np.float64(68.7333462935921), np.float64(68.74231584419924)]","[np.float64(4.811), np.float64(4.812)]","[UUID('0b5aa249-ec72-49c0-98ef-a59251913d53'), UUID('0b5aa249-ec72-49c0-98ef-a59251913d53')]","(np.float64(10.0), np.float64(1.5299))",18,"Vector(0.123, 0.992)","Vector(1.061, 0.383)",echo,wall_obstacle_15,0b5aa249-ec72-49c0-98ef-a59251913d53,4.8,"Vector(0.000, -1.000)",57.514412360967476,"Vector(8.939, 1.146)",1.1286022410486345,4.8075448979591835,68.738,4.811,0.002
574,"[np.float64(70.77257657120168), np.float64(70.76569551257865)]","[np.float64(4.812), np.float64(4.813)]","[UUID('34560967-6c4a-4e28-87fc-0f0488a75c8a'), UUID('34560967-6c4a-4e28-87fc-0f0488a75c8a')]","(np.float64(10.0), np.float64(0.5101))",18,"Vector(0.123, 0.992)","Vector(1.061, -0.639)",echo,wall_obstacle_13,34560967-6c4a-4e28-87fc-0f0488a75c8a,4.8,"Vector(0.000, 1.000)",6.583536430538601,"Vector(8.939, 1.149)",1.2388496393832464,4.807428279883382,70.769,4.812,0.002
575,[np.float64(61.77540774518186)],[np.float64(4.86)],[UUID('df911c70-0200-41e4-acd3-c267a564a712')],"(np.int64(7), np.int64(10))",33,"Vector(0.123, 0.992)","Vector(-1.956, 8.710)",direct,,df911c70-0200-41e4-acd3-c267a564a712,4.857,"Vector(0.000, -1.000)",140.31252347790866,"Vector(8.956, 1.290)",8.927447510867818,4.832,61.775,4.86,0.001
