,func,ncalls,ccalls,tottime,cumtime,callers
240,"<code object handle_data_storage_for_plotting at 0x558964b33980, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/simulation_and_plotting/simulation.py"", line 169>",50001,0,0.5870660710000001,0.11227326100000001,"[_lsprof.profiler_subentry(code=<code object full at 0x7eaea74ab840, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/numeric.py"", line 324>, callcount=50, reccallcount=0, totaltime=0.00039740200000000004, inlinetime=0.000305095), _lsprof.profiler_subentry(code=<code object _savez_compressed_dispatcher at 0x7eaea4762e50, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/lib/_npyio_impl.py"", line 689>, callcount=150, reccallcount=0, totaltime=0.000118578, inlinetime=9.560900000000001e-05), _lsprof.profiler_subentry(code=<code object __getitem__ at 0x55896466c320, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/frame.py"", line 4067>, callcount=50001, reccallcount=0, totaltime=0.222553564, inlinetime=0.07799924500000001), _lsprof.profiler_subentry(code=<code object savez_compressed at 0x7eaea47c25b0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/lib/_npyio_impl.py"", line 694>, callcount=50, reccallcount=0, totaltime=0.050048574000000005, inlinetime=0.00023195100000000002), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=100051, reccallcount=0, totaltime=0.007890812, inlinetime=0.007890812), _lsprof.profiler_subentry(code=<code object __getitem__ at 0x5589648cf400, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 1104>, callcount=50001, reccallcount=0, totaltime=0.17159445, inlinetime=0.053958069000000004), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=100000, reccallcount=0, totaltime=0.006035152, inlinetime=0.006035152), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=50000, reccallcount=0, totaltime=0.003280405, inlinetime=0.003280405), _lsprof.profiler_subentry(code='<built-in method builtins.max>', callcount=50, reccallcount=0, totaltime=0.008569805, inlinetime=0.002512494), _lsprof.profiler_subentry(code='<built-in method numpy.array>', callcount=50, reccallcount=0, totaltime=0.0039057400000000004, inlinetime=0.0039057400000000004), _lsprof.profiler_subentry(code=<code object wrapper at 0x7eae6fc1a9e0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/util/_decorators.py"", line 325>, callcount=1, reccallcount=0, totaltime=0.00039832800000000004, inlinetime=2.79e-06)]"
241,"<code object handle_reflections at 0x558964b353b0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/simulation_and_plotting/simulation.py"", line 209>",50000,0,11.046485876,0.970422227,"[_lsprof.profiler_subentry(code=<code object __getitem__ at 0x55896466c320, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/frame.py"", line 4067>, callcount=204756, reccallcount=0, totaltime=0.7781604520000001, inlinetime=0.260820947), _lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=443932, reccallcount=0, totaltime=0.031025376, inlinetime=0.031025376), _lsprof.profiler_subentry(code=<code object __getitem__ at 0x5589648cf400, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 1104>, callcount=204756, reccallcount=0, totaltime=0.6106249610000001, inlinetime=0.184088313), _lsprof.profiler_subentry(code=<code object __mul__ at 0x7eae6688d9b0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 18>, callcount=6825, reccallcount=0, totaltime=0.0034597290000000004, inlinetime=0.0030351780000000004), _lsprof.profiler_subentry(code=<code object __init__ at 0x7eae668ecab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 8>, callcount=409512, reccallcount=0, totaltime=0.12275640200000001, inlinetime=0.12275640200000001), _lsprof.profiler_subentry(code=<code object __add__ at 0x7eae66875bb0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 12>, callcount=6825, reccallcount=0, totaltime=0.004167377, inlinetime=0.0028796620000000003), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=131948, reccallcount=0, totaltime=0.021193174000000002, inlinetime=0.021193174000000002), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=50000, reccallcount=0, totaltime=0.011388384000000001, inlinetime=0.011388384000000001), _lsprof.profiler_subentry(code=<code object normalize at 0x7eae668dc570, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 43>, callcount=32987, reccallcount=0, totaltime=0.044367419000000005, inlinetime=0.025570803000000003), _lsprof.profiler_subentry(code=<code object contains_point at 0x7eae66ad62b0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/sounds.py"", line 76>, callcount=1330914, reccallcount=0, totaltime=5.3188185500000005, inlinetime=0.622458163), _lsprof.profiler_subentry(code=<code object __sub__ at 0x7eae66875cf0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 15>, callcount=32987, reccallcount=0, totaltime=0.017247997, inlinetime=0.014715428000000001), _lsprof.profiler_subentry(code=<code object update at 0x558964ab5960, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/sounds.py"", line 52>, callcount=32987, reccallcount=0, totaltime=0.7390493140000001, inlinetime=0.061206024000000005), _lsprof.profiler_subentry(code=<code object creation_time_calculation at 0x7eae66875930, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 83>, callcount=32987, reccallcount=0, totaltime=0.100314096, inlinetime=0.071915376), _lsprof.profiler_subentry(code=<code object create_echo at 0x558964aed4c0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/sounds.py"", line 174>, callcount=32987, reccallcount=0, totaltime=2.254541832, inlinetime=0.255865699), _lsprof.profiler_subentry(code=""<method 'update' of 'set' objects>"", callcount=32987, reccallcount=0, totaltime=0.011582477, inlinetime=0.011582477), _lsprof.profiler_subentry(code=""<method 'add' of 'set' objects>"", callcount=32987, reccallcount=0, totaltime=0.007366109000000001, inlinetime=0.007366109000000001)]"
242,"<code object get_detections_at_time at 0x7eae66847990, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/bats.py"", line 348>",450000,0,0.173458577,0.173458577,
243,"<code object call_directionality_factor at 0x7eae66847ab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 60>",250211,0,0.29740103900000003,0.29740103900000003,
244,"<code object filter_sounds_based_on_total_profile at 0x7eae66851110, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 250>",599,0,0.09568615500000001,0.01124382,"[_lsprof.profiler_subentry(code=<code object _round_dispatcher at 0x7eaea4dba3f0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3613>, callcount=3597, reccallcount=0, totaltime=0.000264804, inlinetime=0.000264804), _lsprof.profiler_subentry(code=<code object round at 0x7eaea72d6250, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3617>, callcount=3597, reccallcount=0, totaltime=0.010165218, inlinetime=0.001127931), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=2842, reccallcount=0, totaltime=0.000513062, inlinetime=0.000513062), _lsprof.profiler_subentry(code=<code object create_total_masking_profile at 0x558964adb150, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 212>, callcount=599, reccallcount=0, totaltime=0.07318967, inlinetime=0.022829189), _lsprof.profiler_subentry(code=<code object where at 0x7eaea72628d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/multiarray.py"", line 391>, callcount=3597, reccallcount=0, totaltime=0.000309581, inlinetime=0.000309581)]"
245,"<code object __init__ at 0x7eae668512c0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/sounds.py"", line 146>",8532,0,0.44640412500000004,0.024132765,"[_lsprof.profiler_subentry(code=<code object __getitem__ at 0x55896466c320, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/frame.py"", line 4067>, callcount=25596, reccallcount=0, totaltime=0.09326577600000001, inlinetime=0.034445255), _lsprof.profiler_subentry(code=<code object __getitem__ at 0x5589648cf400, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 1104>, callcount=25596, reccallcount=0, totaltime=0.08051548800000001, inlinetime=0.025215291), _lsprof.profiler_subentry(code=<code object __init__ at 0x5589642ea070, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/sounds.py"", line 13>, callcount=8532, reccallcount=0, totaltime=0.24849009600000002, inlinetime=0.023344974)]"
246,"<code object given_sound_objects_return_detected_sounds at 0x7eae66851620, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 467>",632,0,9.389175953,0.009827675000000001,"[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=1231, reccallcount=0, totaltime=0.00014529700000000002, inlinetime=0.00014529700000000002), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=1815, reccallcount=0, totaltime=0.00041401400000000004, inlinetime=0.00041401400000000004), _lsprof.profiler_subentry(code=<code object parse_sounds at 0x7eae66a62d30, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 14>, callcount=632, reccallcount=0, totaltime=0.034494801000000005, inlinetime=0.005340177000000001), _lsprof.profiler_subentry(code=<code object filter_sounds_based_on_total_profile at 0x7eae66851110, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 250>, callcount=599, reccallcount=0, totaltime=0.09568615500000001, inlinetime=0.01124382), _lsprof.profiler_subentry(code=<code object serialize_sound_info at 0x558964ae1ee0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 72>, callcount=599, reccallcount=0, totaltime=0.074930522, inlinetime=0.016376119), _lsprof.profiler_subentry(code=<code object is_signal_heard at 0x558964b0d9b0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 407>, callcount=1815, reccallcount=0, totaltime=9.173677489000001, inlinetime=0.027799402)]"
247,"<code object rotate_towards_given_degree at 0x7eae6685ea60, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/bats.py"", line 489>",50000,0,0.268888899,0.061418202000000005,"[_lsprof.profiler_subentry(code=<code object rotate at 0x7eae66a71960, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 111>, callcount=45297, reccallcount=0, totaltime=0.078337419, inlinetime=0.051222338000000006), _lsprof.profiler_subentry(code=<code object normalize at 0x7eae668dc570, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 43>, callcount=45297, reccallcount=0, totaltime=0.063366685, inlinetime=0.032412960000000005), _lsprof.profiler_subentry(code=<code object angle_between at 0x7eae66a5a9e0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 65>, callcount=45297, reccallcount=0, totaltime=0.065766593, inlinetime=0.042170553)]"
248,"<code object check_if_sound_outside_arena at 0x7eae668756b0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/sounds.py"", line 122>",1464975,0,19.545332869000003,1.361833705,"[_lsprof.profiler_subentry(code=<code object __getitem__ at 0x55896466c320, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/frame.py"", line 4067>, callcount=2929950, reccallcount=0, totaltime=9.634299204000001, inlinetime=3.475336431), _lsprof.profiler_subentry(code=<code object __getitem__ at 0x5589648cf400, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 1104>, callcount=2929950, reccallcount=0, totaltime=8.309132976, inlinetime=2.486836111), _lsprof.profiler_subentry(code='<built-in method builtins.max>', callcount=1464975, reccallcount=0, totaltime=0.240066984, inlinetime=0.240066984)]"
249,"<code object creation_time_calculation at 0x7eae66875930, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 83>",32987,0,0.100314096,0.071915376,"[_lsprof.profiler_subentry(code=<code object magnitude at 0x7eae6689cfa0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 35>, callcount=32987, reccallcount=0, totaltime=0.012136681000000002, inlinetime=0.009663759000000001), _lsprof.profiler_subentry(code=<code object __sub__ at 0x7eae66875cf0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 15>, callcount=32987, reccallcount=0, totaltime=0.016262039000000002, inlinetime=0.013472320000000001)]"
250,"<code object __add__ at 0x7eae66875bb0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 12>",56825,0,0.032147600000000005,0.026820121000000002,"[_lsprof.profiler_subentry(code=<code object __init__ at 0x7eae668ecab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 8>, callcount=56825, reccallcount=0, totaltime=0.005327479, inlinetime=0.005327479)]"
251,"<code object __sub__ at 0x7eae66875cf0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 15>",2479337,0,1.362622167,1.117465269,"[_lsprof.profiler_subentry(code=<code object __init__ at 0x7eae668ecab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 8>, callcount=2479337, reccallcount=0, totaltime=0.245156898, inlinetime=0.245156898)]"
252,"<code object find_sum_of_db at 0x7eae6687da50, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 151>",16222,0,0.033800159,0.024953663,"[_lsprof.profiler_subentry(code=<code object _round_dispatcher at 0x7eaea4dba3f0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3613>, callcount=2570, reccallcount=0, totaltime=0.00023756200000000003, inlinetime=0.00023756200000000003), _lsprof.profiler_subentry(code=<code object round at 0x7eaea72d6250, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3617>, callcount=2570, reccallcount=0, totaltime=0.008608934, inlinetime=0.0009220430000000001)]"
253,"<code object detect_sounds at 0x7eae66888c70, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/bats.py"", line 287>",50000,0,14.700757049000002,0.056955401,"[_lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=100000, reccallcount=0, totaltime=0.014687026, inlinetime=0.014687026), _lsprof.profiler_subentry(code=<code object given_sound_objects_return_sounds_at_bat_position at 0x558964ada8a0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/bats.py"", line 231>, callcount=50000, reccallcount=0, totaltime=14.618538425, inlinetime=0.48359283200000003), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=50000, reccallcount=0, totaltime=0.010576197, inlinetime=0.010576197)]"
254,"<code object __mul__ at 0x7eae6688d9b0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 18>",106825,0,0.190665506,0.176061139,"[_lsprof.profiler_subentry(code=<code object __init__ at 0x7eae668ecab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 8>, callcount=106825, reccallcount=0, totaltime=0.014604367, inlinetime=0.014604367)]"
255,"<code object <genexpr> at 0x7eae6688dce0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/supporting_functions_for_consistency.py"", line 78>",736,0,0.0036187570000000002,0.0006156600000000001,"[_lsprof.profiler_subentry(code='<built-in method builtins.all>', callcount=379, reccallcount=0, totaltime=0.0029366910000000004, inlinetime=0.000315846), _lsprof.profiler_subentry(code=<code object <genexpr> at 0x7eae668e0b70, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/supporting_functions_for_consistency.py"", line 79>, callcount=149, reccallcount=0, totaltime=6.6406e-05, inlinetime=6.6406e-05)]"
256,"<code object change_tuples_to_vector_in_sound at 0x7eae6689cd40, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 128>",5973,0,0.022524834,0.007981405,"[_lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=23892, reccallcount=0, totaltime=0.001501444, inlinetime=0.001501444), _lsprof.profiler_subentry(code=<code object make_vector at 0x7eae668e05d0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 118>, callcount=23892, reccallcount=0, totaltime=0.013041985, inlinetime=0.008246049)]"
257,"<code object magnitude at 0x7eae6689cfa0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 35>",3318275,0,1.362447672,1.081965952,"[_lsprof.profiler_subentry(code='<built-in method math.sqrt>', callcount=3318275, reccallcount=0, totaltime=0.28048172, inlinetime=0.28048172)]"
258,"<code object sound_directionality at 0x7eae668d4130, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/agents/sounds.py"", line 91>",108612,0,0.922774168,0.080000919,"[_lsprof.profiler_subentry(code=<code object __getitem__ at 0x55896466c320, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/frame.py"", line 4067>, callcount=108612, reccallcount=0, totaltime=0.385211373, inlinetime=0.1367244), _lsprof.profiler_subentry(code=<code object __getitem__ at 0x5589648cf400, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/core/series.py"", line 1104>, callcount=108612, reccallcount=0, totaltime=0.31834418400000003, inlinetime=0.09579420000000001), _lsprof.profiler_subentry(code=<code object call_directionality_factor at 0x7eae66847ab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 60>, callcount=108612, reccallcount=0, totaltime=0.139217692, inlinetime=0.139217692)]"
259,"<code object sound_within_time_interval at 0x7eae668d4530, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/snr_implementation.py"", line 170>",5344,0,0.0015440340000000001,0.0015440340000000001,
260,"<code object <genexpr> at 0x7eae668d5c30, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/simulation_and_plotting/simulation.py"", line 193>",50050,0,0.006057311,0.004210013,"[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=50000, reccallcount=0, totaltime=0.001847298, inlinetime=0.001847298)]"
261,"<code object normalize at 0x7eae668dc570, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 43>",980537,0,0.9379661260000001,0.47144169500000005,"[_lsprof.profiler_subentry(code=<code object __init__ at 0x7eae668ecab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 8>, callcount=980537, reccallcount=0, totaltime=0.11657640000000001, inlinetime=0.11657640000000001), _lsprof.profiler_subentry(code=<code object magnitude at 0x7eae6689cfa0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 35>, callcount=980537, reccallcount=0, totaltime=0.34994803100000005, inlinetime=0.283965136)]"
262,"<code object make_vector at 0x7eae668e05d0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 118>",23892,0,0.013041985,0.008246049,"[_lsprof.profiler_subentry(code=<code object __init__ at 0x7eae668ecab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 8>, callcount=23892, reccallcount=0, totaltime=0.004795936000000001, inlinetime=0.004795936000000001)]"
263,"<code object str2bool at 0x7eae668e06c0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/utilities.py"", line 124>",632,0,0.000562924,0.00039661300000000003,"[_lsprof.profiler_subentry(code=""<method 'lower' of 'str' objects>"", callcount=632, reccallcount=0, totaltime=0.00016631100000000001, inlinetime=0.00016631100000000001)]"
264,"<code object distance_to at 0x7eae668e08a0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 54>",2304751,0,3.2087982540000004,0.944226717,"[_lsprof.profiler_subentry(code=<code object magnitude at 0x7eae6689cfa0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 35>, callcount=2304751, reccallcount=0, totaltime=1.0003629600000001, inlinetime=0.788337057), _lsprof.profiler_subentry(code=<code object __sub__ at 0x7eae66875cf0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 15>, callcount=2304751, reccallcount=0, totaltime=1.264208577, inlinetime=1.0341553220000002)]"
265,"<code object <genexpr> at 0x7eae668e0b70, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/supporting_functions_for_consistency.py"", line 79>",1004,0,0.0026872510000000003,0.0026872510000000003,
266,"<code object __init__ at 0x7eae668ecab0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 8>",5002582,0,0.7114000380000001,0.7114000380000001,
267,"<code object _maybe_make_multi_index_columns at 0x7eae66a00f30, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py"", line 350>",3630,0,0.013038810000000001,0.0016040420000000002,"[_lsprof.profiler_subentry(code=<code object is_potential_multi_index at 0x7eae670f01a0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/common.py"", line 1204>, callcount=3630, reccallcount=0, totaltime=0.011434768000000001, inlinetime=0.0043895)]"
268,"<code object _validate_parse_dates_arg at 0x7eae66a01570, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py"", line 1440>",3630,0,0.0016433020000000001,0.0016433020000000001,
269,"<code object __exit__ at 0x7eae66a053e0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/readers.py"", line 1990>",3630,0,0.029635507000000002,0.0013935850000000001,"[_lsprof.profiler_subentry(code=<code object close at 0x7eae66b6f210, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/readers.py"", line 1622>, callcount=3630, reccallcount=0, totaltime=0.028241922000000003, inlinetime=0.0033507930000000003)]"
270,"<code object _extract_dialect at 0x7eae66a1c9d0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/readers.py"", line 2267>",3630,0,0.00105313,0.0007700420000000001,"[_lsprof.profiler_subentry(code=""<method 'get' of 'dict' objects>"", callcount=3630, reccallcount=0, totaltime=0.000283088, inlinetime=0.000283088)]"
271,"<code object __enter__ at 0x7eae66a21480, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/readers.py"", line 1987>",3630,0,0.00032816400000000004,0.00032816400000000004,
272,"<code object validate_integer at 0x7eae66a2c510, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/readers.py"", line 527>",7260,0,0.000874373,0.000874373,
273,"<code object _has_complex_date_col at 0x7eae66a2d3b0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py"", line 255>",3630,0,0.001888218,0.0012883430000000002,"[_lsprof.profiler_subentry(code='<built-in method builtins.isinstance>', callcount=7260, reccallcount=0, totaltime=0.000599875, inlinetime=0.000599875)]"
274,"<code object _make_date_converter at 0x7eae66a2d6f0, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py"", line 1137>",3630,0,0.0024945880000000003,0.0024945880000000003,
275,"<code object close at 0x7eae66a30810, file ""/home/adityamoger/anaconda3/envs/cocktail_3_dynamic_model/lib/python3.12/site-packages/pandas/io/parsers/c_parser_wrapper.py"", line 194>",3630,0,0.005551271,0.005551271,
276,"<code object angle_between at 0x7eae66a5a9e0, file ""/home/adityamoger/Documents/GitHub/dynamic_model_of_cocktail_party_nightmare/dynamic_model/supporting_files/vectors.py"", line 65>",1203653,0,1.247214942,0.783302448,"[_lsprof.profiler_subentry(code='<built-in method math.atan2>', callcount=2407306, reccallcount=0, totaltime=0.270552821, inlinetime=0.270552821), _lsprof.profiler_subentry(code='<built-in method math.degrees>', callcount=1203653, reccallcount=0, totaltime=0.088638458, inlinetime=0.088638458), _lsprof.profiler_subentry(code='<built-in method math.radians>', callcount=1203653, reccallcount=0, totaltime=0.104721215, inlinetime=0.104721215)]"
