,space_occupied,collision_counts,collision_rate,calling_effort,iteration_label,SOUND_SPEED,SIM_DURATION,TIME_STEP,ARENA_WIDTH,ARENA_LENGTH,WALL_RESOLUTION,NUM_BATS,BAT_SPEED,BAT_FAST_SPEED,BAT_RADIUS,CALL_DURATION,CALL_RATE,CALL_RATE_FAST,EMITTED_SPL,HEARING_THRESHOLD,OBSTACLE_COUNT,OBSTACLE_RADIUS,AIR_ABSORPTION,REFLECTION_LOSS,REFLECTION_LOSS_WALL,PROPENSITY_TO_CHANGE_DIRECTION,FRAME_RATE,CLEANUP_INTERVAL,CLEANUP_PLOT_DATA,TIME_DELAY_FOR_DIRECTION_CHANGE,NOISE_IN_CALL_RATE,CALL_DIRECTIONALITY,HEARING_DIRECTIONALITY,BAT_ROTATION_SPEED,BAT_FRONTAL_RANGE,IMPLEMENT_SNR,HEARING_ANGLE_THRESHOLD,MINIMUM_SOUND_DETECTION_FRACTION,INCLUDE_DIRECT_SOUNDS_IN_RESPONSE,SPL_THRESHOLD_FOR_ATTRACTION,SPL_THRESHOLD_FOR_REPULSION,SPATIAL_REFERENCE_FRAME,BAT_RADIAL_RESOLUTION,BAT_ANGULAR_RESOLUTION,MEMORY_WINDOW_FOR_CONSISTENCY,CONVERT_GRIDS+TO_ONE_HOT_?,NUMBER_OF_CONSISTENT_IPIS_FOR_MOVEMENT,TIME_DELAY_THRESHOLD_FOR_REPULSION,BEHAVIOUR_RULE,CONTROLLER_TYPE,STORE_HEARING,JAMMER_RESOLUTION,TEMPORAL_MASKING_FN_TYPE,OUTPUT_DIR_FOR_SIMULATION,PARAM_LABEL
68,195,14,0.0588,1,iteration_number_68,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
69,197,14,0.06326666666666667,1,iteration_number_69,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
70,145,14,0.058666666666666666,1,iteration_number_70,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
71,188,16,0.06346666666666667,1,iteration_number_71,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
72,178,13,0.0593,1,iteration_number_72,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
73,195,14,0.059666666666666666,1,iteration_number_73,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
74,186,13,0.0635,1,iteration_number_74,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
75,112,12,0.054966666666666664,1,iteration_number_75,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
76,157,15,0.061233333333333334,1,iteration_number_76,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
77,169,14,0.06366666666666666,1,iteration_number_77,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
78,165,16,0.06333333333333334,1,iteration_number_78,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
79,187,15,0.0587,1,iteration_number_79,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
80,188,15,0.059166666666666666,1,iteration_number_80,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
81,95,13,0.0649,1,iteration_number_81,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
82,171,12,0.06233333333333333,1,iteration_number_82,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
83,152,14,0.056933333333333336,1,iteration_number_83,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
84,195,16,0.064,1,iteration_number_84,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
85,205,16,0.0632,1,iteration_number_85,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
86,162,15,0.060566666666666664,1,iteration_number_86,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
87,127,13,0.0757,1,iteration_number_87,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
88,151,14,0.05603333333333333,1,iteration_number_88,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
89,124,14,0.06466666666666666,1,iteration_number_89,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
90,140,13,0.06556666666666666,1,iteration_number_90,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
91,108,14,0.07653333333333333,1,iteration_number_91,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
92,198,16,0.0628,1,iteration_number_92,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
93,142,13,0.0534,1,iteration_number_93,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
94,175,11,0.0589,1,iteration_number_94,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
95,148,13,0.057966666666666666,1,iteration_number_95,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
96,136,15,0.060366666666666666,1,iteration_number_96,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
97,128,14,0.056,1,iteration_number_97,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
98,147,10,0.0644,1,iteration_number_98,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
99,140,13,0.06556666666666666,1,iteration_number_99,343,30,0.001,10,7,0.51,1,3,3,0.125,0.002,10,10,100,100,0,0.075,1,24,10,0,100,0.1,10000000,0.014,0.01,7,2,360,60,yes,90,0.75,yes,93,98,allocentric,0.002,30,5,yes,3.0,0.014,consistency,presence,no,1,chopped,/sensitivity_analysis/paramset_1/,paramset_1
